- - - - - - - experiments/1_class/10_in_clusters.argos experiments/1_class/10_in_lines.argos experiments/1_class/3_in_clusters.argos experiments/1_class/3_in_lines.argos experiments/1_class/4_in_clusters.argos experiments/1_class/4_in_lines.argos experiments/1_class/5_in_clusters.argos experiments/1_class/5_in_lines.argos experiments/1_class/6_in_clusters.argos experiments/1_class/7_in_clusters.argos experiments/2_class/10_in_clusters.argos experiments/2_class/10_in_lines.argos experiments/2_class/3_in_clusters.argos experiments/2_class/3_in_lines.argos experiments/2_class/4_in_clusters.argos experiments/2_class/4_in_lines.argos experiments/2_class/5_in_clusters.argos experiments/2_class/5_in_lines.argos experiments/4_class/10_in_clusters.argos experiments/4_class/10_in_lines.argos experiments/4_class/12_uniform_0.05_density.argos experiments/4_class/12_uniform_0.10_density.argos experiments/4_class/12_uniform_0.20_density.argos experiments/4_class/16_uniform_0.05_density.argos experiments/4_class/16_uniform_0.10_density.argos experiments/4_class/16_uniform_0.20_density.argos experiments/4_class/20_uniform_0.05_density.argos experiments/4_class/20_uniform_0.10_density.argos experiments/4_class/20_uniform_0.20_density.argos experiments/4_class/3_in_clusters.argos experiments/4_class/3_in_lines.argos experiments/4_class/40_uniform_0.05_density.argos experiments/4_class/40_uniform_0.10_density.argos experiments/4_class/40_uniform_0.20_density.argos experiments/4_class/4_in_clusters.argos experiments/4_class/4_in_lines.argos experiments/4_class/5_in_clusters.argos experiments/4_class/5_in_lines.argos 
4059 -1.0000 -0.6667 0.3333 0.6667 0.6667 1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 2074453591.782 2422742882.310 516679686.741 549672510.477 710219572.950 764098756.941 711470974.244 1141636409.246 1054831191.709 1204242989.863 -44981222.625 319537655.707 6083696.682 9222970.311 437627557.999 8057493.459 241740446.716 67040408.459 156285934.641 -24979726.552 212655613.186 707653929.599 1303680349.769 1106238993.200 270787460.564 231837110.159 41338567.458 321283086.085 
4060 -1.0000 -0.6667 0.3333 0.6667 1.0000 -1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1862498984.998 1371831556.491 128381480.352 150600973.502 304086301.355 338896979.244 601379593.622 705561389.315 331819695.794 450992961.832 11862873.283 11731164.715 180543958.369 161150896.016 77047216.632 121290221.102 111496103.676 265916136.166 53709363.979 101236350.589 28291254.571 800365078.137 720912747.518 928321483.659 42536801.539 51470154.801 154137589.629 58773410.819 
4061 -1.0000 -0.6667 0.3333 0.6667 1.0000 -0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1862498984.998 1371831556.491 128381480.352 150600973.502 304086301.355 338896979.244 601379593.622 705561389.315 331819695.794 450992961.832 11862873.283 11731164.715 180543958.369 161150896.016 77047216.632 121290221.102 111496103.676 265916136.166 53709363.979 101236350.589 28291254.571 800365078.137 720912747.518 928321483.659 42536801.539 51470154.801 154137589.629 58773410.819 
4062 -1.0000 -0.6667 0.3333 0.6667 1.0000 -0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1862498984.998 1371831556.491 128381480.352 150600973.502 304086301.355 338896979.244 601379593.622 705561389.315 331819695.794 450992961.832 11862873.283 11731164.715 180543958.369 161150896.016 77047216.632 121290221.102 111496103.676 265916136.166 53709363.979 101236350.589 28291254.571 800365078.137 720912747.518 928321483.659 42536801.539 51470154.801 154137589.629 58773410.819 
4063 -1.0000 -0.6667 0.3333 0.6667 1.0000 0.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1862498984.998 1371831556.491 128381480.352 150600973.502 304086301.355 338896979.244 601379593.622 705561389.315 331819695.794 450992961.832 11862873.283 11731164.715 180543958.369 161150896.016 77047216.632 121290221.102 111496103.676 265916136.166 53709363.979 101236350.589 28291254.571 800365078.137 720912747.518 928321483.659 42536801.539 51470154.801 154137589.629 58773410.819 
4064 -1.0000 -0.6667 0.3333 0.6667 1.0000 0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1862498984.998 1371831556.491 128381480.352 150600973.502 304086301.355 338896979.244 601379593.622 705561389.315 331819695.794 450992961.832 11862873.283 11731164.715 180543958.369 161150896.016 77047216.632 121290221.102 111496103.676 265916136.166 53709363.979 101236350.589 28291254.571 800365078.137 720912747.518 928321483.659 42536801.539 51470154.801 154137589.629 58773410.819 
4065 -1.0000 -0.6667 0.3333 0.6667 1.0000 0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1862498984.998 1371831556.491 128381480.352 150600973.502 304086301.355 338896979.244 601379593.622 705561389.315 331819695.794 450992961.832 11862873.283 11731164.715 180543958.369 161150896.016 77047216.632 121290221.102 111496103.676 265916136.166 53709363.979 101236350.589 28291254.571 800365078.137 720912747.518 928321483.659 42536801.539 51470154.801 154137589.629 58773410.819 
4066 -1.0000 -0.6667 0.3333 0.6667 1.0000 1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1862498984.998 1371831556.491 128381480.352 150600973.502 304086301.355 338896979.244 601379593.622 705561389.315 331819695.794 450992961.832 11862873.283 11731164.715 180543958.369 161150896.016 77047216.632 121290221.102 111496103.676 265916136.166 53709363.979 101236350.589 28291254.571 800365078.137 720912747.518 928321483.659 42536801.539 51470154.801 154137589.629 58773410.819 
4067 -1.0000 -0.6667 0.3333 1.0000 -1.0000 -1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1820933519.266 1590300867.982 635376938.415 422935625.529 771845698.551 630799963.802 981641112.243 767408609.820 475715527.162 444243256.602 102301230.973 4963989.886 36112205.416 148833390.835 50235045.711 10922968.256 208661284.642 181619957.709 25848681.455 15666980.579 11139213.143 476904617.724 276665449.365 92872521.232 204455230.058 101635033.494 183107382.104 162059850.052 
4068 -1.0000 -0.6667 0.3333 1.0000 -1.0000 -0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1820933519.266 1590300867.982 635376938.415 422935625.529 771845698.551 630799963.802 981641112.243 767408609.820 475715527.162 444243256.602 102301230.973 4963989.886 36112205.416 148833390.835 50235045.711 10922968.256 208661284.642 181619957.709 25848681.455 15666980.579 11139213.143 476904617.724 276665449.365 92872521.232 204455230.058 101635033.494 183107382.104 162059850.052 
4069 -1.0000 -0.6667 0.3333 1.0000 -1.0000 -0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1820933519.266 1590300867.982 635376938.415 422935625.529 771845698.551 630799963.802 981641112.243 767408609.820 475715527.162 444243256.602 102301230.973 4963989.886 36112205.416 148833390.835 50235045.711 10922968.256 208661284.642 181619957.709 25848681.455 15666980.579 11139213.143 476904617.724 276665449.365 92872521.232 204455230.058 101635033.494 183107382.104 162059850.052 
4070 -1.0000 -0.6667 0.3333 1.0000 -1.0000 0.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1820933519.266 1590300867.982 635376938.415 422935625.529 771845698.551 630799963.802 981641112.243 767408609.820 475715527.162 444243256.602 102301230.973 4963989.886 36112205.416 148833390.835 50235045.711 10922968.256 208661284.642 181619957.709 25848681.455 15666980.579 11139213.143 476904617.724 276665449.365 92872521.232 204455230.058 101635033.494 183107382.104 162059850.052 
4071 -1.0000 -0.6667 0.3333 1.0000 -1.0000 0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1820933519.266 1590300867.982 635376938.415 422935625.529 771845698.551 630799963.802 981641112.243 767408609.820 475715527.162 444243256.602 102301230.973 4963989.886 36112205.416 148833390.835 50235045.711 10922968.256 208661284.642 181619957.709 25848681.455 15666980.579 11139213.143 476904617.724 276665449.365 92872521.232 204455230.058 101635033.494 183107382.104 162059850.052 
4072 -1.0000 -0.6667 0.3333 1.0000 -1.0000 0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1820933519.266 1590300867.982 635376938.415 422935625.529 771845698.551 630799963.802 981641112.243 767408609.820 475715527.162 444243256.602 102301230.973 4963989.886 36112205.416 148833390.835 50235045.711 10922968.256 208661284.642 181619957.709 25848681.455 15666980.579 11139213.143 476904617.724 276665449.365 92872521.232 204455230.058 101635033.494 183107382.104 162059850.052 
4073 -1.0000 -0.6667 0.3333 1.0000 -1.0000 1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1820933519.266 1590300867.982 635376938.415 422935625.529 771845698.551 630799963.802 981641112.243 767408609.820 475715527.162 444243256.602 102301230.973 4963989.886 36112205.416 148833390.835 50235045.711 10922968.256 208661284.642 181619957.709 25848681.455 15666980.579 11139213.143 476904617.724 276665449.365 92872521.232 204455230.058 101635033.494 183107382.104 162059850.052 
4074 -1.0000 -0.6667 0.3333 1.0000 -0.6667 -1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1498418908.793 1056867697.849 511726009.870 352899277.371 660544679.275 393941229.975 765226044.137 426202052.823 301088405.607 337326465.491 69936644.017 12501606.354 3308775.629 27272465.967 13526462.815 7889261.059 87304443.261 38189370.317 26294825.919 19814226.663 6335357.671 331504803.680 151898393.128 73995176.449 91032939.650 46020526.468 89511423.208 31223895.470 
4075 -1.0000 -0.6667 0.3333 1.0000 -0.6667 -0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1498418908.793 1056867697.849 511726009.870 352899277.371 660544679.275 393941229.975 765226044.137 426202052.823 301088405.607 337326465.491 69936644.017 12501606.354 3308775.629 27272465.967 13526462.815 7889261.059 87304443.261 38189370.317 26294825.919 19814226.663 6335357.671 331504803.680 151898393.128 73995176.449 91032939.650 46020526.468 89511423.208 31223895.470 
4076 -1.0000 -0.6667 0.3333 1.0000 -0.6667 -0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1498418908.793 1056867697.849 511726009.870 352899277.371 660544679.275 393941229.975 765226044.137 426202052.823 301088405.607 337326465.491 69936644.017 12501606.354 3308775.629 27272465.967 13526462.815 7889261.059 87304443.261 38189370.317 26294825.919 19814226.663 6335357.671 331504803.680 151898393.128 73995176.449 91032939.650 46020526.468 89511423.208 31223895.470 
4077 -1.0000 -0.6667 0.3333 1.0000 -0.6667 0.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1498418908.793 1056867697.849 511726009.870 352899277.371 660544679.275 393941229.975 765226044.137 426202052.823 301088405.607 337326465.491 69936644.017 12501606.354 3308775.629 27272465.967 13526462.815 7889261.059 87304443.261 38189370.317 26294825.919 19814226.663 6335357.671 331504803.680 151898393.128 73995176.449 91032939.650 46020526.468 89511423.208 31223895.470 
4078 -1.0000 -0.6667 0.3333 1.0000 -0.6667 0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1498418908.793 1056867697.849 511726009.870 352899277.371 660544679.275 393941229.975 765226044.137 426202052.823 301088405.607 337326465.491 69936644.017 12501606.354 3308775.629 27272465.967 13526462.815 7889261.059 87304443.261 38189370.317 26294825.919 19814226.663 6335357.671 331504803.680 151898393.128 73995176.449 91032939.650 46020526.468 89511423.208 31223895.470 
4079 -1.0000 -0.6667 0.3333 1.0000 -0.6667 0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1498418908.793 1056867697.849 511726009.870 352899277.371 660544679.275 393941229.975 765226044.137 426202052.823 301088405.607 337326465.491 69936644.017 12501606.354 3308775.629 27272465.967 13526462.815 7889261.059 87304443.261 38189370.317 26294825.919 19814226.663 6335357.671 331504803.680 151898393.128 73995176.449 91032939.650 46020526.468 89511423.208 31223895.470 
4080 -1.0000 -0.6667 0.3333 1.0000 -0.6667 1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 1498418908.793 1056867697.849 511726009.870 352899277.371 660544679.275 393941229.975 765226044.137 426202052.823 301088405.607 337326465.491 69936644.017 12501606.354 3308775.629 27272465.967 13526462.815 7889261.059 87304443.261 38189370.317 26294825.919 19814226.663 6335357.671 331504803.680 151898393.128 73995176.449 91032939.650 46020526.468 89511423.208 31223895.470 
4081 -1.0000 -0.6667 0.3333 1.0000 -0.3333 -1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 895659244.265 573379127.048 112604322.813 96525100.140 186656076.428 106443720.992 285896341.626 103429180.743 284051400.612 119812219.175 -612583.072 1961145.191 1967327.468 7561269.323 8077589.601 5117383.116 21409863.502 18748222.202 12021941.996 10210467.391 3164672.351 134532355.641 57268746.301 42120320.282 19908464.735 10864008.929 40103816.713 22252471.074 
4082 -1.0000 -0.6667 0.3333 1.0000 -0.3333 -0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 895659244.265 573379127.048 112604322.813 96525100.140 186656076.428 106443720.992 285896341.626 103429180.743 284051400.612 119812219.175 -612583.072 1961145.191 1967327.468 7561269.323 8077589.601 5117383.116 21409863.502 18748222.202 12021941.996 10210467.391 3164672.351 134532355.641 57268746.301 42120320.282 19908464.735 10864008.929 40103816.713 22252471.074 
4083 -1.0000 -0.6667 0.3333 1.0000 -0.3333 -0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 895659244.265 573379127.048 112604322.813 96525100.140 186656076.428 106443720.992 285896341.626 103429180.743 284051400.612 119812219.175 -612583.072 1961145.191 1967327.468 7561269.323 8077589.601 5117383.116 21409863.502 18748222.202 12021941.996 10210467.391 3164672.351 134532355.641 57268746.301 42120320.282 19908464.735 10864008.929 40103816.713 22252471.074 
4084 -1.0000 -0.6667 0.3333 1.0000 -0.3333 0.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 895659244.265 573379127.048 112604322.813 96525100.140 186656076.428 106443720.992 285896341.626 103429180.743 284051400.612 119812219.175 -612583.072 1961145.191 1967327.468 7561269.323 8077589.601 5117383.116 21409863.502 18748222.202 12021941.996 10210467.391 3164672.351 134532355.641 57268746.301 42120320.282 19908464.735 10864008.929 40103816.713 22252471.074 
4085 -1.0000 -0.6667 0.3333 1.0000 -0.3333 0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 895659244.265 573379127.048 112604322.813 96525100.140 186656076.428 106443720.992 285896341.626 103429180.743 284051400.612 119812219.175 -612583.072 1961145.191 1967327.468 7561269.323 8077589.601 5117383.116 21409863.502 18748222.202 12021941.996 10210467.391 3164672.351 134532355.641 57268746.301 42120320.282 19908464.735 10864008.929 40103816.713 22252471.074 
4086 -1.0000 -0.6667 0.3333 1.0000 -0.3333 0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 895659244.265 573379127.048 112604322.813 96525100.140 186656076.428 106443720.992 285896341.626 103429180.743 284051400.612 119812219.175 -612583.072 1961145.191 1967327.468 7561269.323 8077589.601 5117383.116 21409863.502 18748222.202 12021941.996 10210467.391 3164672.351 134532355.641 57268746.301 42120320.282 19908464.735 10864008.929 40103816.713 22252471.074 
4087 -1.0000 -0.6667 0.3333 1.0000 -0.3333 1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 895659244.265 573379127.048 112604322.813 96525100.140 186656076.428 106443720.992 285896341.626 103429180.743 284051400.612 119812219.175 -612583.072 1961145.191 1967327.468 7561269.323 8077589.601 5117383.116 21409863.502 18748222.202 12021941.996 10210467.391 3164672.351 134532355.641 57268746.301 42120320.282 19908464.735 10864008.929 40103816.713 22252471.074 
4088 -1.0000 -0.6667 0.3333 1.0000 0.0000 -1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 505934231.973 381524558.472 71188132.109 25211531.339 136970666.031 46223821.607 88471678.009 66598020.418 66320670.644 92263275.062 -1393596.914 190700.682 1876236.507 5112195.217 4116944.438 3414758.425 11461262.783 9354286.765 8998451.512 6339977.310 2493978.188 71419462.630 38992372.426 39668695.260 18759709.010 1914079.374 15085381.640 12339738.605 
4089 -1.0000 -0.6667 0.3333 1.0000 0.0000 -0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 505934231.973 381524558.472 71188132.109 25211531.339 136970666.031 46223821.607 88471678.009 66598020.418 66320670.644 92263275.062 -1393596.914 190700.682 1876236.507 5112195.217 4116944.438 3414758.425 11461262.783 9354286.765 8998451.512 6339977.310 2493978.188 71419462.630 38992372.426 39668695.260 18759709.010 1914079.374 15085381.640 12339738.605 
4090 -1.0000 -0.6667 0.3333 1.0000 0.0000 -0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 505934231.973 381524558.472 71188132.109 25211531.339 136970666.031 46223821.607 88471678.009 66598020.418 66320670.644 92263275.062 -1393596.914 190700.682 1876236.507 5112195.217 4116944.438 3414758.425 11461262.783 9354286.765 8998451.512 6339977.310 2493978.188 71419462.630 38992372.426 39668695.260 18759709.010 1914079.374 15085381.640 12339738.605 
4091 -1.0000 -0.6667 0.3333 1.0000 0.0000 0.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 505934231.973 381524558.472 71188132.109 25211531.339 136970666.031 46223821.607 88471678.009 66598020.418 66320670.644 92263275.062 -1393596.914 190700.682 1876236.507 5112195.217 4116944.438 3414758.425 11461262.783 9354286.765 8998451.512 6339977.310 2493978.188 71419462.630 38992372.426 39668695.260 18759709.010 1914079.374 15085381.640 12339738.605 
4092 -1.0000 -0.6667 0.3333 1.0000 0.0000 0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 505934231.973 381524558.472 71188132.109 25211531.339 136970666.031 46223821.607 88471678.009 66598020.418 66320670.644 92263275.062 -1393596.914 190700.682 1876236.507 5112195.217 4116944.438 3414758.425 11461262.783 9354286.765 8998451.512 6339977.310 2493978.188 71419462.630 38992372.426 39668695.260 18759709.010 1914079.374 15085381.640 12339738.605 
4093 -1.0000 -0.6667 0.3333 1.0000 0.0000 0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 505934231.973 381524558.472 71188132.109 25211531.339 136970666.031 46223821.607 88471678.009 66598020.418 66320670.644 92263275.062 -1393596.914 190700.682 1876236.507 5112195.217 4116944.438 3414758.425 11461262.783 9354286.765 8998451.512 6339977.310 2493978.188 71419462.630 38992372.426 39668695.260 18759709.010 1914079.374 15085381.640 12339738.605 
4094 -1.0000 -0.6667 0.3333 1.0000 0.0000 1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 505934231.973 381524558.472 71188132.109 25211531.339 136970666.031 46223821.607 88471678.009 66598020.418 66320670.644 92263275.062 -1393596.914 190700.682 1876236.507 5112195.217 4116944.438 3414758.425 11461262.783 9354286.765 8998451.512 6339977.310 2493978.188 71419462.630 38992372.426 39668695.260 18759709.010 1914079.374 15085381.640 12339738.605 
4095 -1.0000 -0.6667 0.3333 1.0000 0.3333 -1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 250306749.334 498326705.664 28478035.542 16208395.763 33547870.870 32157648.481 70718325.681 135763102.863 60929356.330 94256721.049 1050200.087 3991573.880 2599892.391 4678740.650 5814823.138 6122281.720 21485991.014 10156917.759 9749579.415 79244764.659 2856534.452 63535684.684 42289583.566 42231303.296 9818953.207 6632395.440 30174865.931 9116749.379 
4096 -1.0000 -0.6667 0.3333 1.0000 0.3333 -0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 250306749.334 498326705.664 28478035.542 16208395.763 33547870.870 32157648.481 70718325.681 135763102.863 60929356.330 94256721.049 1050200.087 3991573.880 2599892.391 4678740.650 5814823.138 6122281.720 21485991.014 10156917.759 9749579.415 79244764.659 2856534.452 63535684.684 42289583.566 42231303.296 9818953.207 6632395.440 30174865.931 9116749.379 
4097 -1.0000 -0.6667 0.3333 1.0000 0.3333 -0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 250306749.334 498326705.664 28478035.542 16208395.763 33547870.870 32157648.481 70718325.681 135763102.863 60929356.330 94256721.049 1050200.087 3991573.880 2599892.391 4678740.650 5814823.138 6122281.720 21485991.014 10156917.759 9749579.415 79244764.659 2856534.452 63535684.684 42289583.566 42231303.296 9818953.207 6632395.440 30174865.931 9116749.379 
4098 -1.0000 -0.6667 0.3333 1.0000 0.3333 0.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 250306749.334 498326705.664 28478035.542 16208395.763 33547870.870 32157648.481 70718325.681 135763102.863 60929356.330 94256721.049 1050200.087 3991573.880 2599892.391 4678740.650 5814823.138 6122281.720 21485991.014 10156917.759 9749579.415 79244764.659 2856534.452 63535684.684 42289583.566 42231303.296 9818953.207 6632395.440 30174865.931 9116749.379 
4099 -1.0000 -0.6667 0.3333 1.0000 0.3333 0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 250306749.334 498326705.664 28478035.542 16208395.763 33547870.870 32157648.481 70718325.681 135763102.863 60929356.330 94256721.049 1050200.087 3991573.880 2599892.391 4678740.650 5814823.138 6122281.720 21485991.014 10156917.759 9749579.415 79244764.659 2856534.452 63535684.684 42289583.566 42231303.296 9818953.207 6632395.440 30174865.931 9116749.379 
4100 -1.0000 -0.6667 0.3333 1.0000 0.3333 0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 250306749.334 498326705.664 28478035.542 16208395.763 33547870.870 32157648.481 70718325.681 135763102.863 60929356.330 94256721.049 1050200.087 3991573.880 2599892.391 4678740.650 5814823.138 6122281.720 21485991.014 10156917.759 9749579.415 79244764.659 2856534.452 63535684.684 42289583.566 42231303.296 9818953.207 6632395.440 30174865.931 9116749.379 
4101 -1.0000 -0.6667 0.3333 1.0000 0.3333 1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 250306749.334 498326705.664 28478035.542 16208395.763 33547870.870 32157648.481 70718325.681 135763102.863 60929356.330 94256721.049 1050200.087 3991573.880 2599892.391 4678740.650 5814823.138 6122281.720 21485991.014 10156917.759 9749579.415 79244764.659 2856534.452 63535684.684 42289583.566 42231303.296 9818953.207 6632395.440 30174865.931 9116749.379 
4102 -1.0000 -0.6667 0.3333 1.0000 0.6667 -1.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 375093527.336 203140030.696 30939193.539 22464929.911 48689661.443 70705631.394 137112066.719 43048664.000 101505339.181 97734076.646 3430778.287 2878504.186 5485635.524 10761287.767 22840002.751 14679060.404 17542546.664 26152447.556 21201970.124 2455183.141 5775388.877 62177620.780 58555524.699 56290675.427 166376917.594 3779137.855 50702032.704 23036900.475 
4103 -1.0000 -0.6667 0.3333 1.0000 0.6667 -0.6667 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 375093527.336 203140030.696 30939193.539 22464929.911 48689661.443 70705631.394 137112066.719 43048664.000 101505339.181 97734076.646 3430778.287 2878504.186 5485635.524 10761287.767 22840002.751 14679060.404 17542546.664 26152447.556 21201970.124 2455183.141 5775388.877 62177620.780 58555524.699 56290675.427 166376917.594 3779137.855 50702032.704 23036900.475 
4104 -1.0000 -0.6667 0.3333 1.0000 0.6667 -0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 375093527.336 203140030.696 30939193.539 22464929.911 48689661.443 70705631.394 137112066.719 43048664.000 101505339.181 97734076.646 3430778.287 2878504.186 5485635.524 10761287.767 22840002.751 14679060.404 17542546.664 26152447.556 21201970.124 2455183.141 5775388.877 62177620.780 58555524.699 56290675.427 166376917.594 3779137.855 50702032.704 23036900.475 
4105 -1.0000 -0.6667 0.3333 1.0000 0.6667 0.0000 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 375093527.336 203140030.696 30939193.539 22464929.911 48689661.443 70705631.394 137112066.719 43048664.000 101505339.181 97734076.646 3430778.287 2878504.186 5485635.524 10761287.767 22840002.751 14679060.404 17542546.664 26152447.556 21201970.124 2455183.141 5775388.877 62177620.780 58555524.699 56290675.427 166376917.594 3779137.855 50702032.704 23036900.475 
4106 -1.0000 -0.6667 0.3333 1.0000 0.6667 0.3333 1599214810.734 2116967456.431 971257546.826 877011065.690 1040019694.822 935499892.977 1350982743.282 1089978425.087 1702415021.489 1288258951.644 375093527.336 203140030.696 30939193.539 22464929.911 48689661.443 70705631.394 137112066.719 43048664.000 97334714.195 97734076.646 3430778.287 2878504.186 5485635.524 10761287.767 22840002.751 14679060.404 17542546.664 26152447.556 21201970.124 2455183.141 5775388.877 62177620.780 58555524.699 56290675.427 166376917.594 3779137.855 50702032.704 23036900.475 
